created_at,entry_id,field1,field2,field3,latitude,longitude,elevation,status
2020-02-16 11:45:46 CST,156,0,0,"0

",,,,
2020-02-16 11:46:02 CST,157,0,1,"1

",,,,
2020-02-16 11:46:17 CST,158,0,1,"1

",,,,
2020-02-16 11:46:33 CST,159,0,0,"0

",,,,
2020-02-16 11:46:48 CST,160,0,0,"0

",,,,
2020-02-16 11:47:04 CST,161,0,0,"0

",,,,
2020-02-16 11:47:20 CST,162,0,0,"0

",,,,
2020-02-16 11:47:35 CST,163,0,0,"0

",,,,
2020-02-16 11:47:51 CST,164,0,0,"0

",,,,
2020-02-16 11:48:06 CST,165,0,0,"0

",,,,
2020-02-16 11:48:22 CST,166,0,0,"0

",,,,
2020-02-16 11:49:31 CST,167,0,0,"0

",,,,
2020-02-16 11:49:47 CST,168,0,0,"0

",,,,
2020-02-16 11:50:03 CST,169,0,0,"0

",,,,
2020-02-16 11:50:36 CST,170,0,0,"0

",,,,
2020-02-16 11:50:56 CST,171,0,0,"0

",,,,
2020-02-16 11:52:10 CST,172,0,0,"0

",,,,
2020-02-16 11:52:33 CST,173,0,0,"0

",,,,
2020-02-16 11:52:48 CST,174,0,0,"0

",,,,
2020-02-16 11:53:04 CST,175,0,0,"0

",,,,
2020-02-16 11:53:20 CST,176,0,0,"0

",,,,
2020-02-16 11:53:35 CST,177,0,0,"0

",,,,
2020-02-16 11:53:51 CST,178,0,0,"0

",,,,
2020-02-16 13:59:55 CST,179,0,0,"0

",,,,
2020-02-16 14:00:47 CST,180,0,0,"0

",,,,
2020-02-16 14:01:03 CST,181,0,0,"0

",,,,
2020-02-16 14:01:18 CST,182,12,14,"14

",,,,
2020-02-16 14:01:34 CST,183,5,6,"8

",,,,
2020-02-16 14:01:51 CST,184,3,4,"5

",,,,
2020-02-16 14:02:07 CST,185,4,6,"7

",,,,
2020-02-16 14:02:22 CST,186,5,6,"6

",,,,
2020-02-16 14:02:38 CST,187,3,4,"4

",,,,
2020-02-16 14:02:53 CST,188,3,4,"4

",,,,
2020-02-16 14:03:09 CST,189,4,4,"4

",,,,
2020-02-16 14:03:24 CST,190,3,4,"4

",,,,
2020-02-16 14:03:40 CST,191,3,4,"4

",,,,
2020-02-16 14:03:55 CST,192,2,3,"3

",,,,
2020-02-16 14:04:11 CST,193,2,3,"3

",,,,
2020-02-16 14:04:26 CST,194,2,3,"3

",,,,
2020-02-16 14:04:44 CST,195,4,6,"8

",,,,
2020-02-16 14:04:59 CST,196,5,7,"9

",,,,
2020-02-16 14:05:15 CST,197,4,5,"5

",,,,
2020-02-16 14:05:31 CST,198,4,7,"7

",,,,
2020-02-16 14:05:47 CST,199,4,6,"6

",,,,
2020-02-16 14:06:04 CST,200,4,6,"6

",,,,
2020-02-16 14:06:20 CST,201,4,5,"5

",,,,
2020-02-16 14:06:35 CST,202,3,5,"7

",,,,
2020-02-16 14:06:51 CST,203,5,7,"8

",,,,
2020-02-16 14:07:06 CST,204,4,6,"7

",,,,
2020-02-16 14:07:22 CST,205,4,6,"7

",,,,
2020-02-16 14:07:37 CST,206,3,5,"6

",,,,
2020-02-16 14:07:53 CST,207,4,6,"9

",,,,
2020-02-16 14:08:15 CST,208,4,5,"6

",,,,
2020-02-16 14:08:31 CST,209,4,5,"5

",,,,
2020-02-16 14:08:48 CST,210,4,5,"5

",,,,
2020-02-16 14:09:06 CST,211,4,6,"6

",,,,
2020-02-16 14:09:23 CST,212,3,4,"4

",,,,
2020-02-16 14:09:38 CST,213,4,5,"5

",,,,
2020-02-16 14:09:56 CST,214,5,7,"9

",,,,
2020-02-16 14:10:13 CST,215,4,7,"7

",,,,
2020-02-16 14:10:31 CST,216,5,7,"7

",,,,
2020-02-16 14:10:46 CST,217,5,8,"8

",,,,
2020-02-16 14:11:05 CST,218,6,8,"8

",,,,
2020-02-16 14:11:21 CST,219,6,8,"8

",,,,
2020-02-16 14:11:39 CST,220,5,9,"11

",,,,
2020-02-16 14:11:55 CST,221,5,9,"10

",,,,
2020-02-16 14:12:11 CST,222,5,8,"8

",,,,
2020-02-16 14:12:27 CST,223,9,15,"16

",,,,
2020-02-16 14:12:43 CST,224,5,9,"9

",,,,
2020-02-16 14:12:58 CST,225,6,9,"9

",,,,
2020-02-16 14:13:14 CST,226,6,8,"8

",,,,
2020-02-16 14:13:29 CST,227,5,8,"9

",,,,
2020-02-16 14:13:45 CST,228,6,8,"9

",,,,
2020-02-16 14:14:02 CST,229,5,9,"9

",,,,
2020-02-16 14:14:18 CST,230,6,8,"9

",,,,
2020-02-16 14:14:33 CST,231,6,8,"9

",,,,
2020-02-16 14:14:49 CST,232,7,9,"9

",,,,
2020-02-16 14:15:05 CST,233,5,7,"9

",,,,
2020-02-16 14:15:20 CST,234,6,8,"10

",,,,
2020-02-16 14:15:37 CST,235,6,12,"12

",,,,
2020-02-16 14:15:52 CST,236,7,14,"15

",,,,
2020-02-16 14:16:09 CST,237,5,7,"7

",,,,
2020-02-16 14:16:24 CST,238,8,10,"10

",,,,
2020-02-16 14:16:40 CST,239,8,10,"10

",,,,
2020-02-16 14:16:56 CST,240,7,10,"10

",,,,
2020-02-16 14:17:11 CST,241,9,9,"9

",,,,
2020-02-16 14:17:26 CST,242,9,9,"9

",,,,
2020-02-16 14:17:43 CST,243,9,9,"9

",,,,
2020-02-16 14:17:58 CST,244,9,9,"9

",,,,
2020-02-16 14:18:13 CST,245,9,9,"9

",,,,
2020-02-16 14:18:29 CST,246,9,9,"9

",,,,
2020-02-16 14:18:44 CST,247,9,9,"9

",,,,
2020-02-16 14:18:59 CST,248,9,9,"9

",,,,
2020-02-16 14:19:14 CST,249,9,9,"9

",,,,
2020-02-16 14:19:29 CST,250,9,9,"9

",,,,
2020-02-16 14:19:45 CST,251,9,9,"9

",,,,
2020-02-16 14:20:06 CST,252,9,9,"9

",,,,
2020-02-16 14:20:22 CST,253,9,9,"9

",,,,
2020-02-16 14:20:37 CST,254,9,9,"9

",,,,
2020-02-16 14:20:53 CST,255,9,9,"9

",,,,
2020-02-16 14:21:09 CST,256,9,9,"9

",,,,
2020-02-16 14:21:24 CST,257,9,9,"9

",,,,
2020-02-16 14:21:40 CST,258,9,9,"9

",,,,
2020-02-16 14:21:56 CST,259,9,9,"9

",,,,
2020-02-16 14:22:12 CST,260,9,9,"9

",,,,
2020-02-16 14:22:28 CST,261,9,9,"9

",,,,
2020-02-16 14:22:43 CST,262,7,10,"10

",,,,
2020-02-16 14:22:58 CST,263,7,10,"10

",,,,
2020-02-16 14:23:13 CST,264,7,10,"10

",,,,
2020-02-16 14:23:29 CST,265,7,10,"10

",,,,
2020-02-16 14:23:44 CST,266,7,10,"10

",,,,
2020-02-16 14:24:00 CST,267,8,9,"9

",,,,
2020-02-16 14:24:16 CST,268,6,10,"10

",,,,
2020-02-16 14:24:31 CST,269,6,10,"11

",,,,
2020-02-16 14:24:47 CST,270,6,9,"10

",,,,
2020-02-16 14:25:03 CST,271,8,11,"14

",,,,
2020-02-16 14:25:19 CST,272,8,12,"14

",,,,
2020-02-16 14:25:35 CST,273,8,12,"12

",,,,
2020-02-16 14:25:52 CST,274,10,13,"14

",,,,
2020-02-16 14:26:07 CST,275,10,13,"13

",,,,
2020-02-16 14:26:23 CST,276,10,14,"17

",,,,
2020-02-16 14:26:38 CST,277,10,13,"13

",,,,
2020-02-16 14:26:55 CST,278,8,11,"12

",,,,
2020-02-16 14:27:11 CST,279,7,9,"11

",,,,
2020-02-16 14:27:28 CST,280,7,9,"11

",,,,
2020-02-16 14:27:44 CST,281,7,10,"11

",,,,
2020-02-16 14:28:00 CST,282,7,9,"9

",,,,
2020-02-16 14:28:16 CST,283,8,10,"10

",,,,
2020-02-16 14:28:36 CST,284,8,10,"12

",,,,
2020-02-16 14:28:57 CST,285,7,10,"10

",,,,
2020-02-16 14:29:12 CST,286,7,10,"10

",,,,
2020-02-16 14:29:27 CST,287,8,10,"14

",,,,
2020-02-16 14:29:43 CST,288,9,11,"11

",,,,
